phone,email,call_attempt,lead_score,phone_valid,email_valid,lead_category
8777251778,vijay4206@gmail.com,3,24,True,True,COLD_LEAD
7286322825,arjun2237@protonmail.com,3,65,True,True,WARM_LEAD
6998292520,rahul2402@protonmail.com,1,42,True,True,COLD_LEAD
6042928667,priya6721@outlook.com,1,55,True,True,WARM_LEAD
8878556296,deepak8739@protonmail.com,5,80,True,True,LOW
7682409139,deepak2072@yahoo.com,3,56,True,True,WARM_LEAD
6575615158,deepak2175@protonmail.com,5,44,True,True,COLD_LEAD
7044131363,arjun7205@outlook.com,4,5,True,True,COLD_LEAD
7458873607,meera6512@protonmail.com,0,54,True,True,WARM_LEAD
8533903724,meera7970@gmail.com,0,51,True,True,WARM_LEAD
8515133107,arjun3299@outlook.com,5,49,True,True,COLD_LEAD
8850578929,meera9271@outlook.com,2,77,True,True,WARM_LEAD
9852345729,deepak5946@protonmail.com,4,24,True,True,COLD_LEAD
7675503411,vijay4376@outlook.com,3,69,True,True,WARM_LEAD
6877950810,meera9987@protonmail.com,1,90,True,True,HOT_LEAD
8319867536,deepak9824@gmail.com,2,46,True,True,COLD_LEAD
6686086882,rohit2274@yahoo.com,3,16,True,True,COLD_LEAD
8758230007,sneha1502@yahoo.com,4,97,True,True,LOW
8161828718,vijay7409@gmail.com,2,16,True,True,COLD_LEAD
6087033241,kiran451@gmail.com,4,28,True,True,COLD_LEAD
8795359285,anita5119@outlook.com,5,7,True,True,COLD_LEAD
8671249135,kiran6171@outlook.com,5,7,True,True,COLD_LEAD
9987002131,rahul2634@yahoo.com,1,66,True,True,WARM_LEAD
9678065304,arjun281@protonmail.com,3,10,True,True,COLD_LEAD
7932214069,vijay3658@yahoo.com,5,18,True,True,COLD_LEAD
6626915292,arjun7773@protonmail.com,0,21,True,True,COLD_LEAD
6465993427,sneha3442@protonmail.com,1,96,True,True,HOT_LEAD
9818246098,deepak504@protonmail.com,4,95,True,True,LOW
6081945791,meera2900@protonmail.com,0,77,True,True,WARM_LEAD
7325790573,deepak8518@protonmail.com,5,13,True,True,COLD_LEAD
8941382809,deepak9020@yahoo.com,4,43,True,True,COLD_LEAD
6459624131,kiran4040@yahoo.com,1,97,True,True,HOT_LEAD
6486710229,meera1060@outlook.com,5,64,True,True,WARM_LEAD
6922138866,arjun6832@gmail.com,0,11,True,True,COLD_LEAD
7959321602,meera8176@protonmail.com,4,82,True,True,LOW
8538535603,sneha9332@protonmail.com,3,93,True,True,LOW
6476924037,arjun5336@yahoo.com,0,23,True,True,COLD_LEAD
6493602444,anita6274@gmail.com,0,52,True,True,WARM_LEAD
6386072378,rahul8175@gmail.com,2,52,True,True,WARM_LEAD
8593763126,rahul7066@gmail.com,5,86,True,True,LOW
9625305004,kiran4989@yahoo.com,4,76,True,True,WARM_LEAD
9299897524,rahul4672@yahoo.com,4,23,True,True,COLD_LEAD
9422469541,rahul5684@protonmail.com,1,24,True,True,COLD_LEAD
9071481871,sneha4353@gmail.com,2,95,True,True,HOT_LEAD
7246200157,deepak4525@gmail.com,1,57,True,True,WARM_LEAD
7725046322,meera1077@gmail.com,4,56,True,True,WARM_LEAD
7853608479,meera1475@yahoo.com,5,96,True,True,LOW
6574559559,anita1350@gmail.com,0,53,True,True,WARM_LEAD
7484668187,anita870@yahoo.com,3,82,True,True,LOW
6685077025,rohit1587@outlook.com,0,83,True,True,HOT_LEAD
7550952056,rohit7957@outlook.com,3,45,True,True,COLD_LEAD
9506167707,kiran6455@yahoo.com,1,75,True,True,WARM_LEAD
6140888598,anita6426@gmail.com,3,15,True,True,COLD_LEAD
9287781247,priya4050@protonmail.com,5,63,True,True,WARM_LEAD
7766109410,kiran6649@protonmail.com,2,75,True,True,WARM_LEAD
9257425363,arjun6619@protonmail.com,2,51,True,True,WARM_LEAD
9031397470,vijay382@yahoo.com,5,59,True,True,WARM_LEAD
8093574435,deepak4815@protonmail.com,4,66,True,True,WARM_LEAD
6268017334,arjun9248@yahoo.com,2,11,True,True,COLD_LEAD
8421480836,rohit2629@gmail.com,0,52,True,True,WARM_LEAD
6931309373,anita4258@yahoo.com,4,11,True,True,COLD_LEAD
6913091740,deepak1431@outlook.com,1,35,True,True,COLD_LEAD
7323198408,anita1862@gmail.com,2,56,True,True,WARM_LEAD
9409270042,meera4375@protonmail.com,0,17,True,True,COLD_LEAD
8226293341,meera9837@gmail.com,5,89,True,True,LOW
7157126611,kiran536@yahoo.com,2,91,True,True,HOT_LEAD
8389980305,priya4708@outlook.com,5,95,True,True,LOW
8029634058,priya2787@gmail.com,2,0,True,True,COLD_LEAD
6344402706,vijay1084@outlook.com,1,43,True,True,COLD_LEAD
9734312713,arjun2423@yahoo.com,4,51,True,True,WARM_LEAD
6307603054,vijay9085@outlook.com,1,72,True,True,WARM_LEAD
6064297855,anita2417@gmail.com,2,53,True,True,WARM_LEAD
8852297577,rahul774@outlook.com,4,13,True,True,COLD_LEAD
7825724970,deepak2225@gmail.com,4,92,True,True,LOW
6921912829,arjun3421@outlook.com,4,76,True,True,WARM_LEAD
7795925517,kiran6460@yahoo.com,0,37,True,True,COLD_LEAD
6642231197,rahul2194@protonmail.com,0,52,True,True,WARM_LEAD
9447935686,arjun5849@protonmail.com,2,16,True,True,COLD_LEAD
6027815705,vijay8709@outlook.com,1,85,True,True,HOT_LEAD
9365232314,priya4160@gmail.com,4,32,True,True,COLD_LEAD
6305053807,anita6765@yahoo.com,5,3,True,True,COLD_LEAD
6428732059,priya3853@protonmail.com,2,28,True,True,COLD_LEAD
6446768708,meera417@outlook.com,2,58,True,True,WARM_LEAD
6058395247,rahul1420@outlook.com,2,69,True,True,WARM_LEAD
6151710411,vijay9991@outlook.com,1,38,True,True,COLD_LEAD
6311853224,anita5515@protonmail.com,1,49,True,True,COLD_LEAD
9075212982,anita8122@protonmail.com,2,48,True,True,COLD_LEAD
9511140950,deepak3367@gmail.com,4,55,True,True,WARM_LEAD
9936019572,sneha9449@outlook.com,4,73,True,True,WARM_LEAD
8672132856,anita5317@yahoo.com,4,72,True,True,WARM_LEAD
7390524925,kiran4326@gmail.com,3,47,True,True,COLD_LEAD
8507059357,deepak4519@protonmail.com,5,7,True,True,COLD_LEAD
7117556257,kiran5995@yahoo.com,4,48,True,True,COLD_LEAD
6775893306,priya7671@outlook.com,4,33,True,True,COLD_LEAD
6951117222,meera7549@outlook.com,1,16,True,True,COLD_LEAD
7129054815,rohit9319@gmail.com,0,57,True,True,WARM_LEAD
6979638799,deepak5764@protonmail.com,1,56,True,True,WARM_LEAD
6026407072,meera8808@yahoo.com,1,71,True,True,WARM_LEAD
7198202456,arjun3096@gmail.com,3,89,True,True,LOW
8874976045,sneha278@protonmail.com,5,42,True,True,COLD_LEAD
6079809171,arjun7167@gmail.com,5,6,True,True,COLD_LEAD
8861701315,deepak9164@gmail.com,2,97,True,True,HOT_LEAD
8347887267,vijay216@gmail.com,2,14,True,True,COLD_LEAD
9971932472,priya6092@yahoo.com,1,9,True,True,COLD_LEAD
9528445877,priya8592@gmail.com,3,92,True,True,LOW
6290578962,meera9627@outlook.com,0,28,True,True,COLD_LEAD
6938480413,meera4407@gmail.com,3,45,True,True,COLD_LEAD
9611413167,meera3591@outlook.com,3,14,True,True,COLD_LEAD
7918450883,anita2020@protonmail.com,3,27,True,True,COLD_LEAD
9528411003,arjun4104@gmail.com,3,57,True,True,WARM_LEAD
8022800030,rohit7688@yahoo.com,3,33,True,True,COLD_LEAD
6719402460,rohit2287@yahoo.com,0,78,True,True,WARM_LEAD
9483212646,priya4752@protonmail.com,5,96,True,True,LOW
7017673241,rohit7913@yahoo.com,0,95,True,True,HOT_LEAD
7736617132,kiran7420@protonmail.com,1,8,True,True,COLD_LEAD
9239820826,vijay5041@protonmail.com,2,72,True,True,WARM_LEAD
6143992328,anita3403@outlook.com,2,44,True,True,COLD_LEAD
9481680075,vijay9358@outlook.com,1,47,True,True,COLD_LEAD
8466742138,sneha8598@yahoo.com,3,93,True,True,LOW
7374110397,rahul3924@gmail.com,2,62,True,True,WARM_LEAD
7919454272,deepak8641@gmail.com,5,35,True,True,COLD_LEAD
9865564548,rohit2763@outlook.com,0,97,True,True,HOT_LEAD
6416261406,anita9399@yahoo.com,5,33,True,True,COLD_LEAD
8477868140,vijay3939@outlook.com,2,58,True,True,WARM_LEAD
9287820020,deepak3567@outlook.com,3,43,True,True,COLD_LEAD
7327850273,meera2503@protonmail.com,1,49,True,True,COLD_LEAD
9559917748,rohit9113@outlook.com,5,22,True,True,COLD_LEAD
9645989953,meera9022@yahoo.com,0,22,True,True,COLD_LEAD
9945527782,rohit3265@gmail.com,0,4,True,True,COLD_LEAD
6205813693,arjun3708@protonmail.com,4,17,True,True,COLD_LEAD
9763575543,priya1799@gmail.com,4,3,True,True,COLD_LEAD
7442004646,deepak5557@outlook.com,1,11,True,True,COLD_LEAD
8643835679,priya3079@protonmail.com,5,12,True,True,COLD_LEAD
7925092947,rohit5474@gmail.com,2,83,True,True,HOT_LEAD
6961952205,meera1827@gmail.com,4,28,True,True,COLD_LEAD
9897650444,sneha8094@yahoo.com,1,12,True,True,COLD_LEAD
6807258392,vijay6668@yahoo.com,5,14,True,True,COLD_LEAD
8053624828,anita509@yahoo.com,0,2,True,True,COLD_LEAD
7461410585,vijay7920@outlook.com,1,51,True,True,WARM_LEAD
7731778286,vijay3534@outlook.com,1,9,True,True,COLD_LEAD
8302372900,rahul53@gmail.com,1,77,True,True,WARM_LEAD
6427730036,arjun1140@gmail.com,3,19,True,True,COLD_LEAD
9859014725,rahul8741@protonmail.com,1,74,True,True,WARM_LEAD
9247548512,priya2153@gmail.com,4,11,True,True,COLD_LEAD
6993876453,arjun8722@gmail.com,1,83,True,True,HOT_LEAD
9447119165,vijay4057@yahoo.com,3,75,True,True,WARM_LEAD
9278787171,anita2390@protonmail.com,5,44,True,True,COLD_LEAD
6064044221,anita3087@yahoo.com,4,86,True,True,LOW
8996018644,deepak8165@outlook.com,3,49,True,True,COLD_LEAD
6756116219,sneha3854@outlook.com,2,58,True,True,WARM_LEAD
6211454910,kiran8091@gmail.com,5,23,True,True,COLD_LEAD
6930588280,anita3682@gmail.com,0,82,True,True,HOT_LEAD
6884897155,rohit1959@protonmail.com,2,84,True,True,HOT_LEAD
7807835550,sneha3750@gmail.com,4,85,True,True,LOW
8944807374,meera1632@gmail.com,5,23,True,True,COLD_LEAD
8295103489,kiran2273@outlook.com,2,35,True,True,COLD_LEAD
6609324967,sneha870@gmail.com,4,30,True,True,COLD_LEAD
6197605698,kiran1233@yahoo.com,5,84,True,True,LOW
6279958216,sneha261@yahoo.com,3,84,True,True,LOW
6827867568,kiran5600@outlook.com,1,53,True,True,WARM_LEAD
7164298291,deepak3700@protonmail.com,0,53,True,True,WARM_LEAD
6990311174,rahul4583@outlook.com,1,71,True,True,WARM_LEAD
7120090743,meera1865@gmail.com,3,83,True,True,LOW
7744445806,meera6556@gmail.com,3,34,True,True,COLD_LEAD
7301857044,priya8922@protonmail.com,3,21,True,True,COLD_LEAD
6840857160,kiran10@protonmail.com,5,99,True,True,LOW
8015596208,meera4292@outlook.com,1,97,True,True,HOT_LEAD
7030342492,kiran6922@gmail.com,4,84,True,True,LOW
9487357322,rahul3619@outlook.com,4,26,True,True,COLD_LEAD
6098575335,meera6560@gmail.com,2,25,True,True,COLD_LEAD
9057809316,priya6019@gmail.com,4,5,True,True,COLD_LEAD
6473898111,rahul4446@gmail.com,4,53,True,True,WARM_LEAD
6340822575,meera3962@yahoo.com,2,70,True,True,WARM_LEAD
8490261680,meera1356@yahoo.com,2,66,True,True,WARM_LEAD
8713776453,sneha8657@protonmail.com,1,11,True,True,COLD_LEAD
9474367322,priya5303@outlook.com,5,70,True,True,WARM_LEAD
8773830994,rahul566@outlook.com,5,62,True,True,WARM_LEAD
6591459426,deepak3056@yahoo.com,4,53,True,True,WARM_LEAD
9470714758,vijay934@outlook.com,5,85,True,True,LOW
9321939546,meera402@protonmail.com,1,45,True,True,COLD_LEAD
7481395709,deepak238@yahoo.com,5,13,True,True,COLD_LEAD
9532722624,sneha6009@gmail.com,0,39,True,True,COLD_LEAD
8073819837,priya9234@protonmail.com,4,29,True,True,COLD_LEAD
6652244984,rohit1804@yahoo.com,3,16,True,True,COLD_LEAD
8425173658,sneha4365@yahoo.com,4,31,True,True,COLD_LEAD
8648996461,priya6576@protonmail.com,2,94,True,True,HOT_LEAD
7982123410,kiran8603@yahoo.com,3,19,True,True,COLD_LEAD
6670098808,kiran1714@protonmail.com,2,45,True,True,COLD_LEAD
7366387107,deepak797@yahoo.com,5,63,True,True,WARM_LEAD
8952037459,arjun3464@protonmail.com,5,4,True,True,COLD_LEAD
9490589735,anita7937@protonmail.com,0,81,True,True,HOT_LEAD
9694389930,anita1085@protonmail.com,1,0,True,True,COLD_LEAD
9301749358,priya8584@gmail.com,4,84,True,True,LOW
6550680706,vijay4280@yahoo.com,5,44,True,True,COLD_LEAD
7300003797,sneha3096@yahoo.com,2,50,True,True,WARM_LEAD
8879487098,deepak832@protonmail.com,3,90,True,True,LOW
8661787989,sneha4770@outlook.com,0,13,True,True,COLD_LEAD
7106089506,rohit6355@outlook.com,1,11,True,True,COLD_LEAD
7178710532,meera410@gmail.com,1,11,True,True,COLD_LEAD
9524625569,rahul8793@outlook.com,4,75,True,True,WARM_LEAD
9985845405,rohit2590@outlook.com,5,66,True,True,WARM_LEAD
8657506525,arjun7127@outlook.com,2,9,True,True,COLD_LEAD
8912653873,sneha9775@yahoo.com,2,27,True,True,COLD_LEAD
6866504458,kiran5251@yahoo.com,1,88,True,True,HOT_LEAD
6412127201,arjun7126@outlook.com,1,13,True,True,COLD_LEAD
7361120707,priya9177@gmail.com,0,98,True,True,HOT_LEAD
7727808882,priya8758@protonmail.com,3,77,True,True,WARM_LEAD
9870035771,vijay9103@outlook.com,2,89,True,True,HOT_LEAD
6708741255,priya5953@protonmail.com,2,61,True,True,WARM_LEAD
6904698968,rohit2804@gmail.com,5,8,True,True,COLD_LEAD
6679831418,arjun9293@yahoo.com,3,8,True,True,COLD_LEAD
8641177602,sneha954@yahoo.com,1,11,True,True,COLD_LEAD
6743218206,sneha5888@protonmail.com,2,0,True,True,COLD_LEAD
8202700136,kiran4571@protonmail.com,5,89,True,True,LOW
9387029988,priya666@gmail.com,1,1,True,True,COLD_LEAD
8809174951,rahul8097@outlook.com,4,26,True,True,COLD_LEAD
9623841273,arjun3285@outlook.com,4,82,True,True,LOW
7339224890,arjun7409@gmail.com,5,34,True,True,COLD_LEAD
6520846792,priya1664@protonmail.com,1,38,True,True,COLD_LEAD
7403049004,sneha8071@yahoo.com,3,28,True,True,COLD_LEAD
6654732029,vijay6076@gmail.com,2,39,True,True,COLD_LEAD
9847430322,priya1970@gmail.com,1,39,True,True,COLD_LEAD
6420283067,sneha5645@protonmail.com,5,48,True,True,COLD_LEAD
9442911629,deepak5121@protonmail.com,2,58,True,True,WARM_LEAD
8630320054,sneha7083@outlook.com,3,18,True,True,COLD_LEAD
6313561187,priya4828@protonmail.com,0,67,True,True,WARM_LEAD
9248735820,anita4349@gmail.com,5,57,True,True,WARM_LEAD
9989713752,vijay7538@protonmail.com,3,60,True,True,WARM_LEAD
6847582776,vijay7549@outlook.com,0,94,True,True,HOT_LEAD
9883097627,arjun8447@yahoo.com,1,75,True,True,WARM_LEAD
8412274759,vijay8410@protonmail.com,0,89,True,True,HOT_LEAD
6818961010,priya763@protonmail.com,1,18,True,True,COLD_LEAD
8063295339,sneha972@outlook.com,0,2,True,True,COLD_LEAD
8688819679,vijay2155@protonmail.com,2,56,True,True,WARM_LEAD
7990492505,rahul2151@yahoo.com,2,20,True,True,COLD_LEAD
7699881519,priya8892@gmail.com,5,86,True,True,LOW
9353818030,meera8496@protonmail.com,3,36,True,True,COLD_LEAD
6418538495,priya3168@yahoo.com,3,81,True,True,LOW
9175075748,deepak1522@yahoo.com,5,30,True,True,COLD_LEAD
7573216894,priya4192@yahoo.com,0,38,True,True,COLD_LEAD
9533094826,sneha6791@outlook.com,4,83,True,True,LOW
8091340971,meera2700@yahoo.com,4,74,True,True,WARM_LEAD
9136382269,deepak1451@protonmail.com,5,35,True,True,COLD_LEAD
6611347926,deepak2656@yahoo.com,0,46,True,True,COLD_LEAD
7913480619,rohit6828@gmail.com,3,58,True,True,WARM_LEAD
9680601324,rohit1204@protonmail.com,1,73,True,True,WARM_LEAD
8506704868,kiran8660@outlook.com,2,50,True,True,WARM_LEAD
8732674718,priya7782@protonmail.com,0,95,True,True,HOT_LEAD
6012591076,meera4874@outlook.com,0,68,True,True,WARM_LEAD
6825475423,deepak163@gmail.com,0,95,True,True,HOT_LEAD
6152876309,vijay5986@gmail.com,0,83,True,True,HOT_LEAD
7603950325,kiran3228@protonmail.com,3,29,True,True,COLD_LEAD
6090155661,deepak4651@outlook.com,3,93,True,True,LOW
8611566177,rahul6118@protonmail.com,3,37,True,True,COLD_LEAD
8399365074,priya9515@outlook.com,3,46,True,True,COLD_LEAD
6453348903,kiran5584@outlook.com,4,85,True,True,LOW
9839942264,rohit9778@gmail.com,4,92,True,True,LOW
9644749459,sneha6137@outlook.com,3,18,True,True,COLD_LEAD
9165675507,kiran2744@gmail.com,4,6,True,True,COLD_LEAD
8848290927,rohit8158@outlook.com,3,13,True,True,COLD_LEAD
6404751438,rahul7604@protonmail.com,5,29,True,True,COLD_LEAD
7496066859,rohit8474@yahoo.com,2,43,True,True,COLD_LEAD
8599669570,rohit3350@outlook.com,4,16,True,True,COLD_LEAD
7911439124,rohit5576@protonmail.com,3,95,True,True,LOW
6590126208,anita5047@protonmail.com,5,14,True,True,COLD_LEAD
8401432835,priya9393@yahoo.com,0,48,True,True,COLD_LEAD
8386535929,rahul6630@protonmail.com,0,9,True,True,COLD_LEAD
8218418018,sneha5168@protonmail.com,2,17,True,True,COLD_LEAD
7915390655,deepak2151@outlook.com,0,6,True,True,COLD_LEAD
8671371198,kiran1589@yahoo.com,1,22,True,True,COLD_LEAD
7946776322,meera4159@outlook.com,0,28,True,True,COLD_LEAD
9797193521,rahul6537@yahoo.com,4,14,True,True,COLD_LEAD
7870761811,priya9876@protonmail.com,0,34,True,True,COLD_LEAD
9424255180,meera7154@outlook.com,1,57,True,True,WARM_LEAD
6592210877,vijay766@gmail.com,2,61,True,True,WARM_LEAD
6170246380,priya9350@outlook.com,1,93,True,True,HOT_LEAD
7440311865,rahul646@gmail.com,4,7,True,True,COLD_LEAD
9914782828,anita1600@yahoo.com,0,56,True,True,WARM_LEAD
8728499556,deepak3870@protonmail.com,1,64,True,True,WARM_LEAD
7356440711,meera5916@outlook.com,3,29,True,True,COLD_LEAD
7120256602,sneha4825@yahoo.com,5,55,True,True,WARM_LEAD
6535711742,rohit4510@outlook.com,5,50,True,True,WARM_LEAD
8075445477,arjun7727@protonmail.com,5,73,True,True,WARM_LEAD
9577428942,deepak38@protonmail.com,1,49,True,True,COLD_LEAD
6299615345,rohit5315@protonmail.com,4,99,True,True,LOW
9108327137,deepak3041@gmail.com,5,16,True,True,COLD_LEAD
7838114450,rohit5665@outlook.com,4,39,True,True,COLD_LEAD
6516499004,arjun9175@protonmail.com,2,63,True,True,WARM_LEAD
8142550032,deepak143@protonmail.com,3,30,True,True,COLD_LEAD
9449360607,vijay2017@protonmail.com,3,19,True,True,COLD_LEAD
7327377792,rahul5037@protonmail.com,3,31,True,True,COLD_LEAD
8305406009,kiran9044@protonmail.com,0,56,True,True,WARM_LEAD
9658363660,priya5054@protonmail.com,4,83,True,True,LOW
8501046044,priya3063@protonmail.com,1,31,True,True,COLD_LEAD
9515025893,kiran5562@outlook.com,0,12,True,True,COLD_LEAD
9308843216,kiran1482@gmail.com,1,92,True,True,HOT_LEAD
7988417281,deepak8004@protonmail.com,4,51,True,True,WARM_LEAD
9309572718,vijay9115@yahoo.com,3,10,True,True,COLD_LEAD
8250323163,kiran3264@yahoo.com,1,22,True,True,COLD_LEAD
9718002740,deepak7288@yahoo.com,5,63,True,True,WARM_LEAD
7587273952,arjun779@gmail.com,1,36,True,True,COLD_LEAD
9475607906,anita9299@protonmail.com,0,97,True,True,HOT_LEAD
9930658191,vijay6070@protonmail.com,0,81,True,True,HOT_LEAD
8004150153,kiran9497@gmail.com,5,83,True,True,LOW
7598047259,rohit7908@yahoo.com,4,67,True,True,WARM_LEAD
8668558625,arjun8139@gmail.com,1,76,True,True,WARM_LEAD
6699231297,rahul1852@yahoo.com,2,84,True,True,HOT_LEAD
7986542427,deepak6691@protonmail.com,3,44,True,True,COLD_LEAD
8050839180,vijay1219@gmail.com,0,43,True,True,COLD_LEAD
8210853396,meera3738@gmail.com,4,68,True,True,WARM_LEAD
8802894015,sneha9122@yahoo.com,0,85,True,True,HOT_LEAD
7895611590,kiran1035@protonmail.com,1,27,True,True,COLD_LEAD
8562473703,arjun6575@gmail.com,2,56,True,True,WARM_LEAD
7079286134,kiran3487@gmail.com,2,80,True,True,HOT_LEAD
