phone,email,call_attempt,lead_score,phone_valid,email_valid,lead_category
7259116392,arjun5149@outlook.com,2,95,True,True,HOT_LEAD
9155369891,vijay2207@protonmail.com,2,95,True,True,HOT_LEAD
6779583977,anita7941@yahoo.com,2,83,True,True,HOT_LEAD
6991367095,kiran7191@gmail.com,0,95,True,True,HOT_LEAD
7089540143,priya8439@gmail.com,2,86,True,True,HOT_LEAD
6385319734,kiran2253@gmail.com,2,88,True,True,HOT_LEAD
8356398254,kiran9688@outlook.com,1,87,True,True,HOT_LEAD
8497684953,rahul6697@protonmail.com,2,93,True,True,HOT_LEAD
6072685700,arjun6853@gmail.com,1,81,True,True,HOT_LEAD
6789858214,kiran6588@yahoo.com,0,99,True,True,HOT_LEAD
6947037144,priya7010@gmail.com,0,84,True,True,HOT_LEAD
7757522654,vijay9785@outlook.com,2,94,True,True,HOT_LEAD
9647467385,rahul7250@yahoo.com,1,95,True,True,HOT_LEAD
9288765883,deepak2711@protonmail.com,0,99,True,True,HOT_LEAD
7857886825,kiran1849@gmail.com,2,84,True,True,HOT_LEAD
6379880092,rahul2996@gmail.com,0,87,True,True,HOT_LEAD
7552902365,sneha4344@outlook.com,1,100,True,True,HOT_LEAD
6968750663,meera1080@yahoo.com,2,90,True,True,HOT_LEAD
8288020250,rahul1215@protonmail.com,0,81,True,True,HOT_LEAD
9753550439,meera3962@gmail.com,2,100,True,True,HOT_LEAD
8423311205,rahul7015@gmail.com,2,97,True,True,HOT_LEAD
9373788681,vijay689@gmail.com,1,88,True,True,HOT_LEAD
6573361110,priya3367@outlook.com,0,100,True,True,HOT_LEAD
8637245005,rahul4240@gmail.com,2,92,True,True,HOT_LEAD
8418223906,vijay4717@protonmail.com,0,81,True,True,HOT_LEAD
9341840680,anita123@outlook.com,0,93,True,True,HOT_LEAD
7910441674,anita3173@yahoo.com,0,95,True,True,HOT_LEAD
9150763108,rohit4903@yahoo.com,1,84,True,True,HOT_LEAD
9572257208,arjun2498@gmail.com,2,87,True,True,HOT_LEAD
9445957604,deepak2904@yahoo.com,2,87,True,True,HOT_LEAD
6791757728,priya5215@protonmail.com,0,87,True,True,HOT_LEAD
9272744238,rahul8913@outlook.com,0,82,True,True,HOT_LEAD
7024295297,arjun9661@protonmail.com,0,98,True,True,HOT_LEAD
7309112909,deepak6314@outlook.com,0,82,True,True,HOT_LEAD
7249260651,priya5695@protonmail.com,0,84,True,True,HOT_LEAD
8096928026,rahul2535@outlook.com,1,91,True,True,HOT_LEAD
6968460349,priya6018@outlook.com,0,94,True,True,HOT_LEAD
8746134889,vijay3993@gmail.com,2,99,True,True,HOT_LEAD
9556958015,rahul3088@gmail.com,2,93,True,True,HOT_LEAD
8966600197,rohit5245@protonmail.com,2,80,True,True,HOT_LEAD
9617714778,rohit4249@gmail.com,2,83,True,True,HOT_LEAD
7308591484,vijay1600@protonmail.com,2,80,True,True,HOT_LEAD
7143680652,arjun6791@protonmail.com,1,83,True,True,HOT_LEAD
6092427474,rohit8622@protonmail.com,0,90,True,True,HOT_LEAD
6670448273,kiran8512@protonmail.com,0,91,True,True,HOT_LEAD
6490276387,kiran2570@outlook.com,0,99,True,True,HOT_LEAD
7620187752,sneha8303@protonmail.com,0,96,True,True,HOT_LEAD
8649127247,priya6062@outlook.com,1,83,True,True,HOT_LEAD
6611155012,arjun6117@outlook.com,2,97,True,True,HOT_LEAD
7152228957,anita3773@protonmail.com,2,81,True,True,HOT_LEAD
9621267408,anita7710@protonmail.com,2,86,True,True,HOT_LEAD
9853316646,rohit6801@protonmail.com,2,100,True,True,HOT_LEAD
7196455626,anita6982@yahoo.com,2,88,True,True,HOT_LEAD
9338942963,arjun236@gmail.com,2,92,True,True,HOT_LEAD
7230266363,kiran9805@gmail.com,1,96,True,True,HOT_LEAD
7415005637,rohit8566@yahoo.com,2,99,True,True,HOT_LEAD
6916233233,rahul3595@gmail.com,2,82,True,True,HOT_LEAD
6318858578,meera5180@gmail.com,0,84,True,True,HOT_LEAD
9684115957,deepak6391@protonmail.com,1,91,True,True,HOT_LEAD
9789333394,sneha4008@yahoo.com,1,84,True,True,HOT_LEAD
6291908879,sneha9696@gmail.com,2,95,True,True,HOT_LEAD
6040464569,rohit675@outlook.com,1,83,True,True,HOT_LEAD
9542789367,vijay134@yahoo.com,2,81,True,True,HOT_LEAD
6703687733,sneha7932@protonmail.com,1,85,True,True,HOT_LEAD
7336251578,vijay2161@protonmail.com,2,88,True,True,HOT_LEAD
8290288800,meera32@outlook.com,0,88,True,True,HOT_LEAD
6574831593,arjun6228@yahoo.com,2,98,True,True,HOT_LEAD
7905796299,deepak9770@yahoo.com,2,89,True,True,HOT_LEAD
6715267081,deepak3807@protonmail.com,2,88,True,True,HOT_LEAD
9665339944,rohit742@protonmail.com,2,87,True,True,HOT_LEAD
6213735610,anita8394@yahoo.com,2,92,True,True,HOT_LEAD
7266806629,rohit7413@yahoo.com,1,99,True,True,HOT_LEAD
7391406951,arjun6380@protonmail.com,0,80,True,True,HOT_LEAD
9642813236,rohit8502@protonmail.com,2,89,True,True,HOT_LEAD
8006898016,vijay7101@outlook.com,2,94,True,True,HOT_LEAD
6099738554,rahul7066@protonmail.com,1,82,True,True,HOT_LEAD
7819403133,vijay133@yahoo.com,0,97,True,True,HOT_LEAD
6465933525,meera7514@protonmail.com,2,94,True,True,HOT_LEAD
8749121725,kiran4900@protonmail.com,2,89,True,True,HOT_LEAD
7002386872,anita3242@gmail.com,0,99,True,True,HOT_LEAD
9323823082,sneha2368@yahoo.com,2,95,True,True,HOT_LEAD
9030252111,rohit1717@protonmail.com,1,82,True,True,HOT_LEAD
9449699313,arjun9338@gmail.com,2,100,True,True,HOT_LEAD
6919319130,priya5695@outlook.com,1,88,True,True,HOT_LEAD
6447646093,priya477@outlook.com,0,86,True,True,HOT_LEAD
7238273989,rohit6049@gmail.com,2,94,True,True,HOT_LEAD
8410785345,anita6123@outlook.com,1,95,True,True,HOT_LEAD
8187953273,sneha2270@yahoo.com,0,100,True,True,HOT_LEAD
6404881473,anita6580@protonmail.com,0,93,True,True,HOT_LEAD
9316541153,deepak974@protonmail.com,2,98,True,True,HOT_LEAD
6711074725,rohit4674@gmail.com,2,85,True,True,HOT_LEAD
8795054648,arjun5088@protonmail.com,1,92,True,True,HOT_LEAD
6984699562,deepak6541@outlook.com,2,91,True,True,HOT_LEAD
6500257635,meera1332@protonmail.com,0,82,True,True,HOT_LEAD
7019456214,priya4378@yahoo.com,0,82,True,True,HOT_LEAD
8718479929,arjun3166@gmail.com,1,85,True,True,HOT_LEAD
8786104156,vijay5186@yahoo.com,2,97,True,True,HOT_LEAD
7048726025,rahul9222@gmail.com,2,88,True,True,HOT_LEAD
6970432333,vijay3882@yahoo.com,2,99,True,True,HOT_LEAD
9482530081,sneha1791@protonmail.com,2,93,True,True,HOT_LEAD
9292512776,priya264@yahoo.com,2,87,True,True,HOT_LEAD
8720872960,kiran8806@gmail.com,2,87,True,True,HOT_LEAD
7493731901,meera2305@protonmail.com,1,98,True,True,HOT_LEAD
7295072557,kiran5632@yahoo.com,1,93,True,True,HOT_LEAD
7208624514,rohit639@yahoo.com,2,92,True,True,HOT_LEAD
6239929997,kiran2132@outlook.com,2,90,True,True,HOT_LEAD
7008829053,vijay6478@gmail.com,1,90,True,True,HOT_LEAD
8889661219,rahul4115@outlook.com,2,96,True,True,HOT_LEAD
9186331612,anita1260@yahoo.com,0,98,True,True,HOT_LEAD
6485994516,meera8024@gmail.com,0,96,True,True,HOT_LEAD
7194519011,priya2250@gmail.com,1,99,True,True,HOT_LEAD
9794315733,rahul587@outlook.com,1,90,True,True,HOT_LEAD
9479624411,vijay1783@outlook.com,1,85,True,True,HOT_LEAD
7392681347,anita2241@gmail.com,1,91,True,True,HOT_LEAD
9275795456,priya2515@gmail.com,2,87,True,True,HOT_LEAD
6751500065,anita5971@gmail.com,2,81,True,True,HOT_LEAD
6207245338,deepak3597@protonmail.com,0,97,True,True,HOT_LEAD
9552031038,arjun7826@yahoo.com,0,95,True,True,HOT_LEAD
6831156142,meera8878@gmail.com,0,96,True,True,HOT_LEAD
9771930482,deepak8835@gmail.com,2,87,True,True,HOT_LEAD
7704501040,sneha7280@yahoo.com,2,95,True,True,HOT_LEAD
7008998064,vijay2569@protonmail.com,1,93,True,True,HOT_LEAD
7279350534,sneha2767@yahoo.com,2,83,True,True,HOT_LEAD
7892300204,vijay4734@gmail.com,2,100,True,True,HOT_LEAD
6254279875,vijay605@protonmail.com,2,99,True,True,HOT_LEAD
8274109295,kiran3434@outlook.com,0,81,True,True,HOT_LEAD
7069531133,rohit8895@yahoo.com,1,85,True,True,HOT_LEAD
9284223527,vijay8154@protonmail.com,1,87,True,True,HOT_LEAD
7368440220,meera6380@outlook.com,0,96,True,True,HOT_LEAD
6530530240,rahul9872@yahoo.com,2,80,True,True,HOT_LEAD
7027084640,rohit7366@gmail.com,2,86,True,True,HOT_LEAD
6184536736,vijay8094@protonmail.com,0,95,True,True,HOT_LEAD
7123687595,rahul857@outlook.com,2,81,True,True,HOT_LEAD
7215043917,vijay1971@protonmail.com,1,95,True,True,HOT_LEAD
6167770198,arjun4910@gmail.com,2,80,True,True,HOT_LEAD
9590222977,rohit3138@outlook.com,0,100,True,True,HOT_LEAD
7392016645,kiran3480@outlook.com,1,85,True,True,HOT_LEAD
6068190240,sneha4140@yahoo.com,2,86,True,True,HOT_LEAD
9511734632,arjun6259@protonmail.com,0,99,True,True,HOT_LEAD
8249994729,rahul2364@protonmail.com,1,85,True,True,HOT_LEAD
9372710014,arjun7501@protonmail.com,0,86,True,True,HOT_LEAD
7787267956,kiran7899@outlook.com,0,82,True,True,HOT_LEAD
7384569113,meera1580@gmail.com,0,86,True,True,HOT_LEAD
8678460086,rohit7863@gmail.com,1,100,True,True,HOT_LEAD
9027394183,sneha2015@outlook.com,2,90,True,True,HOT_LEAD
6666536726,sneha2596@protonmail.com,0,98,True,True,HOT_LEAD
6072666360,deepak6984@protonmail.com,1,100,True,True,HOT_LEAD
8488598249,sneha8702@protonmail.com,1,87,True,True,HOT_LEAD
6065004683,anita4811@yahoo.com,1,95,True,True,HOT_LEAD
7559648726,rohit2946@gmail.com,1,88,True,True,HOT_LEAD
6348877618,meera6285@protonmail.com,1,83,True,True,HOT_LEAD
6863644619,sneha3615@outlook.com,0,92,True,True,HOT_LEAD
9068847058,vijay1081@yahoo.com,1,88,True,True,HOT_LEAD
6775064516,sneha3748@gmail.com,2,93,True,True,HOT_LEAD
6036949421,kiran5087@protonmail.com,1,98,True,True,HOT_LEAD
8752875179,vijay1685@gmail.com,2,86,True,True,HOT_LEAD
7447828735,deepak6354@protonmail.com,2,94,True,True,HOT_LEAD
8005405124,arjun4371@gmail.com,2,92,True,True,HOT_LEAD
9379569854,meera9250@yahoo.com,0,98,True,True,HOT_LEAD
7070029106,sneha9898@yahoo.com,2,92,True,True,HOT_LEAD
6148654966,priya9961@gmail.com,1,100,True,True,HOT_LEAD
9729566662,sneha7108@protonmail.com,2,85,True,True,HOT_LEAD
9208684649,meera7110@protonmail.com,2,90,True,True,HOT_LEAD
8838256108,sneha130@protonmail.com,1,97,True,True,HOT_LEAD
6580467939,deepak7288@protonmail.com,0,87,True,True,HOT_LEAD
6755673960,anita7317@gmail.com,1,83,True,True,HOT_LEAD
6044514935,rohit9412@yahoo.com,1,81,True,True,HOT_LEAD
7852033737,deepak58@outlook.com,1,93,True,True,HOT_LEAD
6008039806,arjun8044@outlook.com,2,94,True,True,HOT_LEAD
9914920383,vijay8588@protonmail.com,1,87,True,True,HOT_LEAD
7167803588,vijay9988@outlook.com,2,99,True,True,HOT_LEAD
6125761298,meera8454@protonmail.com,0,88,True,True,HOT_LEAD
8100481407,kiran232@gmail.com,1,97,True,True,HOT_LEAD
7293975626,deepak379@outlook.com,1,86,True,True,HOT_LEAD
8808958383,vijay1327@yahoo.com,2,96,True,True,HOT_LEAD
8939084380,arjun2923@protonmail.com,0,81,True,True,HOT_LEAD
8822813842,arjun8190@protonmail.com,0,92,True,True,HOT_LEAD
6345975264,rohit3800@protonmail.com,2,87,True,True,HOT_LEAD
8203417856,sneha8115@outlook.com,0,86,True,True,HOT_LEAD
9374775335,deepak4169@protonmail.com,1,82,True,True,HOT_LEAD
7920194836,vijay4536@outlook.com,2,86,True,True,HOT_LEAD
7822588914,meera7314@outlook.com,0,91,True,True,HOT_LEAD
7667947419,sneha5860@yahoo.com,0,82,True,True,HOT_LEAD
7560675531,priya8562@yahoo.com,0,95,True,True,HOT_LEAD
9938093768,kiran5446@yahoo.com,0,92,True,True,HOT_LEAD
6634858830,rohit2669@yahoo.com,1,89,True,True,HOT_LEAD
7074404322,priya5733@yahoo.com,0,98,True,True,HOT_LEAD
7451026721,vijay6343@outlook.com,0,88,True,True,HOT_LEAD
9785593901,vijay3509@protonmail.com,0,97,True,True,HOT_LEAD
7965016830,deepak1223@yahoo.com,0,94,True,True,HOT_LEAD
9743244351,priya6028@gmail.com,1,81,True,True,HOT_LEAD
9411283935,sneha6314@yahoo.com,1,98,True,True,HOT_LEAD
6299775872,priya289@yahoo.com,0,96,True,True,HOT_LEAD
7689536155,rohit8538@outlook.com,2,91,True,True,HOT_LEAD
9868139954,priya7596@protonmail.com,2,96,True,True,HOT_LEAD
7608447825,rahul2912@gmail.com,1,97,True,True,HOT_LEAD
8984939319,sneha8071@protonmail.com,0,87,True,True,HOT_LEAD
8741531474,rahul5431@protonmail.com,0,96,True,True,HOT_LEAD
8889418586,deepak1989@outlook.com,1,97,True,True,HOT_LEAD
7156110736,rahul7935@gmail.com,2,92,True,True,HOT_LEAD
6133596500,rahul6129@protonmail.com,0,90,True,True,HOT_LEAD
7021061404,kiran2690@outlook.com,1,94,True,True,HOT_LEAD
7020281422,kiran6908@protonmail.com,0,82,True,True,HOT_LEAD
7789868151,meera1924@yahoo.com,2,95,True,True,HOT_LEAD
7859957816,deepak6587@gmail.com,2,89,True,True,HOT_LEAD
7694763136,arjun5459@yahoo.com,1,95,True,True,HOT_LEAD
9757492603,priya2095@outlook.com,0,95,True,True,HOT_LEAD
6270948850,rahul4154@protonmail.com,1,94,True,True,HOT_LEAD
9982858019,priya145@protonmail.com,2,85,True,True,HOT_LEAD
8333493702,rohit8068@yahoo.com,0,80,True,True,HOT_LEAD
9892688138,sneha8470@yahoo.com,0,80,True,True,HOT_LEAD
8888902742,rahul4824@outlook.com,1,94,True,True,HOT_LEAD
8899387157,priya62@gmail.com,1,83,True,True,HOT_LEAD
8816826763,arjun7702@gmail.com,0,98,True,True,HOT_LEAD
6067651715,rohit5612@outlook.com,2,93,True,True,HOT_LEAD
7636614835,rahul693@gmail.com,1,80,True,True,HOT_LEAD
7756662438,priya3704@yahoo.com,0,95,True,True,HOT_LEAD
6110657467,rahul2910@protonmail.com,0,82,True,True,HOT_LEAD
6744260721,anita9607@outlook.com,1,88,True,True,HOT_LEAD
6144643386,rahul8011@yahoo.com,1,85,True,True,HOT_LEAD
8439609291,rohit2939@yahoo.com,0,83,True,True,HOT_LEAD
7925251372,vijay2777@gmail.com,2,93,True,True,HOT_LEAD
9091071669,vijay951@gmail.com,0,91,True,True,HOT_LEAD
8749277342,deepak3962@gmail.com,2,86,True,True,HOT_LEAD
6804275564,sneha3740@protonmail.com,2,97,True,True,HOT_LEAD
6366753090,sneha9607@outlook.com,2,100,True,True,HOT_LEAD
8434962295,rohit9502@yahoo.com,1,83,True,True,HOT_LEAD
6372382589,sneha3693@yahoo.com,1,80,True,True,HOT_LEAD
8882811155,anita8952@gmail.com,0,90,True,True,HOT_LEAD
6172528884,rohit5902@protonmail.com,0,92,True,True,HOT_LEAD
9687091983,sneha6702@protonmail.com,2,89,True,True,HOT_LEAD
9392427002,meera773@outlook.com,2,95,True,True,HOT_LEAD
7248945490,arjun220@protonmail.com,1,88,True,True,HOT_LEAD
8384287659,vijay7515@gmail.com,1,87,True,True,HOT_LEAD
8020962731,priya3294@protonmail.com,1,84,True,True,HOT_LEAD
6986923297,meera3128@outlook.com,1,85,True,True,HOT_LEAD
8288092866,rohit2784@outlook.com,2,97,True,True,HOT_LEAD
7892409745,deepak8338@gmail.com,0,99,True,True,HOT_LEAD
8206002382,rahul9114@gmail.com,1,96,True,True,HOT_LEAD
7349516403,rohit3443@yahoo.com,0,93,True,True,HOT_LEAD
7405494171,sneha133@gmail.com,1,84,True,True,HOT_LEAD
8323981116,deepak2690@protonmail.com,2,92,True,True,HOT_LEAD
9438115276,arjun1759@yahoo.com,2,97,True,True,HOT_LEAD
7976026597,rahul8523@gmail.com,1,96,True,True,HOT_LEAD
9313635597,deepak7620@gmail.com,0,97,True,True,HOT_LEAD
9423972979,vijay2955@outlook.com,2,94,True,True,HOT_LEAD
6519282186,kiran2884@protonmail.com,1,84,True,True,HOT_LEAD
9280239212,arjun1869@yahoo.com,1,84,True,True,HOT_LEAD
6780850789,deepak3107@yahoo.com,0,83,True,True,HOT_LEAD
9560106268,kiran8669@gmail.com,1,97,True,True,HOT_LEAD
6645931609,vijay7014@gmail.com,2,81,True,True,HOT_LEAD
9737387838,kiran5330@yahoo.com,2,90,True,True,HOT_LEAD
6270626557,sneha841@gmail.com,0,88,True,True,HOT_LEAD
9702943648,sneha1201@yahoo.com,2,98,True,True,HOT_LEAD
9267461169,kiran9960@yahoo.com,0,82,True,True,HOT_LEAD
6079750237,priya6788@protonmail.com,0,87,True,True,HOT_LEAD
6467020891,priya8001@gmail.com,1,98,True,True,HOT_LEAD
9176231160,priya288@yahoo.com,2,96,True,True,HOT_LEAD
8262521712,rohit4971@protonmail.com,2,86,True,True,HOT_LEAD
8320353313,rohit5430@protonmail.com,1,82,True,True,HOT_LEAD
7225704318,meera8648@protonmail.com,0,81,True,True,HOT_LEAD
6641581863,kiran9943@outlook.com,0,91,True,True,HOT_LEAD
6508775071,meera2294@gmail.com,0,82,True,True,HOT_LEAD
6032446581,sneha3686@gmail.com,0,80,True,True,HOT_LEAD
7462095775,kiran6438@outlook.com,2,80,True,True,HOT_LEAD
9523322037,rohit6572@protonmail.com,2,100,True,True,HOT_LEAD
6342987400,rahul4918@outlook.com,0,94,True,True,HOT_LEAD
9666816138,meera3288@outlook.com,1,80,True,True,HOT_LEAD
6772534692,kiran5094@outlook.com,0,97,True,True,HOT_LEAD
6797811315,anita7651@yahoo.com,0,98,True,True,HOT_LEAD
7792695758,arjun6235@yahoo.com,0,88,True,True,HOT_LEAD
9037266501,sneha2213@yahoo.com,2,98,True,True,HOT_LEAD
8474019567,deepak8970@gmail.com,0,90,True,True,HOT_LEAD
7807061127,priya7050@protonmail.com,2,93,True,True,HOT_LEAD
6430001307,deepak3994@outlook.com,0,81,True,True,HOT_LEAD
7291073308,priya6172@protonmail.com,2,87,True,True,HOT_LEAD
8122407240,sneha2654@outlook.com,2,87,True,True,HOT_LEAD
9160653361,kiran8360@gmail.com,2,93,True,True,HOT_LEAD
8782360063,deepak2771@outlook.com,2,83,True,True,HOT_LEAD
7444573437,kiran8012@protonmail.com,2,82,True,True,HOT_LEAD
6723402679,rahul85@protonmail.com,1,80,True,True,HOT_LEAD
9610104314,kiran8097@yahoo.com,1,96,True,True,HOT_LEAD
